Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined,Item_Visibility_MeanRatio,Outlet
FDR31,6.46,2,0.049162885,146.9102,OUT046,2,0,1,1895.5326,16,1,0.8747287997210684,8
NCH54,13.5,1,0.072655379,157.792,OUT035,2,1,1,3994.8,9,2,0.8624886261921327,6
NCW06,16.2,1,0.050442528,190.8162,OUT045,2,1,1,2693.8268,11,2,1.0387976535781387,7
NCC18,19.1,1,0.177992139,173.1422,OUT018,1,2,2,2931.5174,4,2,0.9624064731216774,3
DRJ23,18.35,0,0.040215500888888894,188.1872,OUT027,1,2,3,3214.4824,28,0,1.0,5
FDO16,5.48,0,0.015131684,83.025,OUT049,1,0,1,1414.825,14,1,0.9310779538304004,9
FDB08,6.055,0,0.031151714,158.7578,OUT049,1,0,1,2085.9514,14,1,1.161695614333802,9
NCZ53,9.6,1,0.024456797,186.6214,OUT013,0,2,1,3203.1638,26,2,0.9288590081828789,1
DRJ01,6.135,0,0.192540665,160.2236,OUT010,2,2,0,322.2472,15,0,1.5560143946072478,0
DRE48,8.43,0,0.01732573,197.9768,OUT046,2,0,1,1182.4608,16,0,1.0373937047235482,8
DRA59,8.27,2,0.127821472,185.9924,OUT013,0,2,1,555.2772,26,0,0.9583002983939727,1
FDS27,10.195,2,0.012477512,197.111,OUT049,1,0,1,785.644,14,1,0.9237238409285038,9
NCW29,14.0,1,0.028980533,129.531,OUT018,1,2,2,2077.296,4,2,0.8782920747005372,3
DRN35,8.01,0,0.070356805,36.8532,OUT049,1,0,1,755.0172,14,0,0.9310779315975246,9
FDB09,16.25,0,0.057396092,125.8046,OUT046,2,0,1,747.0276,16,1,0.8631885951179967,8
FDV59,13.35,0,0.048017962,219.6166,OUT035,2,1,1,3483.4656,9,1,1.0370083652031132,6
FDD26,8.71,2,0.071806046,186.5924,OUT027,1,2,3,5182.5872,28,1,0.8590085648596935,5
FDV55,17.75,0,0.05507343,145.1444,OUT046,2,0,1,1886.8772,16,1,0.999069752469467,8
FDH48,13.5,0,0.050968725699999995,88.054,OUT013,0,2,1,1211.756,26,1,1.0,1
FDM51,11.8,2,0.0252996374,102.4674,OUT010,2,2,0,203.7348,15,1,1.0,0
DRG48,5.78,0,0.014577695,147.2102,OUT049,1,0,1,1895.5326,14,0,0.87608876800291,9
FDP49,9.0,2,0.06720242022222223,55.2614,OUT018,1,2,2,552.614,4,1,1.0,3
FDB03,17.75,2,0.156831826,241.0538,OUT046,2,0,1,1201.769,16,1,0.8747287903812174,8
FDL10,8.395,0,0.03459656075,98.7042,OUT013,0,2,1,892.8378,26,1,1.0,1
FDJ32,10.695,0,0.057512481,62.5536,OUT027,1,2,3,1592.5936,28,1,1.0318822428244487,5
FDD11,12.85,0,0.026379497666666668,253.004,OUT018,1,2,2,3795.06,4,1,1.0,3
FDW13,8.5,0,0.098036903,51.5324,OUT049,1,0,1,882.8508,14,1,0.8760887635672616,9
FDA32,14.0,0,0.0313775845,216.9192,OUT017,2,1,1,6471.576,6,1,1.0,2
DRQ35,9.3,0,0.042377219,123.7388,OUT045,2,1,1,1609.9044,11,0,0.9241603471523514,7
DRI37,15.85,0,0.107597879,58.7904,OUT046,2,0,1,585.904,16,0,0.9296326016945019,8
FDU38,10.8,0,0.082549896,193.7504,OUT046,2,0,1,4602.0096,16,1,0.8747287889641543,8
FDJ07,7.26,0,0.02414202,117.415,OUT010,2,2,0,466.06,15,1,1.7355638625674321,0
FDT38,18.7,0,0.057771828,85.3566,OUT018,1,2,2,591.8962,4,1,1.0031395390101516,3
FDX02,16.0,0,0.057292529,224.3404,OUT018,1,2,2,4500.808,4,1,1.0031395424067724,3
NCN18,8.895,1,0.124610886,113.1544,OUT013,0,2,1,4250.4672,26,2,1.3308744194355615,1
FDQ13,11.1,0,0.010663189,82.3908,OUT045,2,1,1,1342.2528,11,1,0.924160318880745,7
DRP35,18.85,0,0.091237452,128.9336,OUT018,1,2,2,1278.336,4,0,0.9260469331270053,3
DRK47,7.905,0,0.064325351,230.2694,OUT018,1,2,2,3197.1716,4,0,0.933419533849902,3
DRI47,14.7,0,0.020920179,143.8128,OUT046,2,0,1,3020.0688,16,0,0.8747287872662322,8
FDK20,12.6,2,0.041641933,121.1072,OUT045,2,1,1,980.0576,11,1,1.1616441979929568,7
FDC34,16.0,2,0.173462841,157.6972,OUT018,1,2,2,2960.1468,4,1,0.926046937540318,3
FDI15,13.8,0,0.24749009,263.1884,OUT019,2,0,0,529.9768,28,1,1.6785972162483245,4
FDG05,11.0,2,0.087421738,154.463,OUT027,1,2,3,2972.797,28,1,1.1363659564039144,5
FDK34,13.35,0,0.038744606,239.3564,OUT017,2,1,1,3098.6332,6,1,1.0430713285784017,2
FDX50,20.1,0,0.124910635,109.6228,OUT010,2,2,0,110.5228,15,1,1.4641166656146594,0
FDP56,8.185,0,0.046673494,48.4692,OUT018,1,2,2,591.2304,4,1,0.9260469265510854,3
NCX54,9.195,1,0.048134591,107.7622,OUT049,1,0,1,529.311,14,2,0.931077929629258,9
FDI20,19.1,0,0.038720852,210.8586,OUT018,1,2,2,6331.758,4,1,0.878292062567043,3
FDH33,12.85,0,0.12241394,42.9428,OUT017,2,1,1,703.0848,6,1,1.0328357822325351,2
NCO29,11.15,1,0.032321608,165.6526,OUT045,2,1,1,1315.6208,11,2,0.9241603586255107,7
FDK22,9.8,0,0.026139404,216.785,OUT045,2,1,1,1947.465,11,1,0.9233958187434947,7
DRO47,10.195,0,0.108249966,114.086,OUT046,2,0,1,1810.976,16,0,1.0,8
FDT19,7.59,2,0.144338493,172.108,OUT027,1,2,3,4327.7,28,1,0.9544539614106783,5
FDY25,12.0,0,0.034166609,181.2976,OUT017,2,1,1,5070.7328,6,1,1.1483546579862225,2
FDS44,12.65,2,0.27321283,240.9538,OUT019,2,0,0,480.7076,28,1,1.7996017639332433,4
FDJ21,16.7,2,0.03858813,144.6102,OUT049,1,0,1,3353.6346,14,1,1.0006230470382198,9
FDO40,17.1,0,0.032628111,148.7392,OUT046,2,0,1,1640.5312,16,1,0.9296326110763735,8
FDL36,15.1,0,0.133198355,91.083,OUT019,2,0,0,89.883,28,1,1.5315372022006124,4
FDJ21,16.7,2,0.038528228,143.9102,OUT046,2,0,1,1749.7224,16,1,0.999069737205282,8
FDD05,19.35,0,0.016705436,120.8098,OUT017,2,1,1,3374.2744,6,1,0.8796766038285738,2
FDS10,19.2,0,0.058893461,178.9318,OUT010,2,2,0,180.4318,15,1,1.7360676776696211,0
FDG14,9.0,2,0.050256161,150.9024,OUT027,1,2,3,4857.6768,28,1,0.9942317049704021,5
FDN57,18.25,0,0.054234197,142.0154,OUT046,2,0,1,2269.0464,16,1,0.9222899097998392,8
FDS47,16.75,0,0.12961476,86.1856,OUT017,2,1,1,1406.1696,6,1,1.0658865274550304,2
FDO40,17.1,0,0.054612768,150.2392,OUT010,2,2,0,596.5568,15,1,1.5560143863047486,0
FDM50,13.0,2,0.030150193,61.422,OUT045,2,1,1,539.298,11,1,1.1689863692409213,7
FDF44,7.17,2,0.059849153,129.4968,OUT045,2,1,1,3392.9168,11,1,0.9315179230631573,7
FDS21,19.85,2,0.034942397,61.9194,OUT010,2,2,0,123.8388,15,1,1.4641166504319671,0
NCJ06,20.1,1,0.060672263,119.8782,OUT019,2,0,0,238.3564,28,2,1.5315371984241974,4
FDX49,4.615,2,0.102038294,231.93,OUT045,2,1,1,2563.33,11,1,1.0015450915588953,7
FDU33,7.63,2,0.135258515,47.2402,OUT018,1,2,2,918.804,4,1,0.8782920688550905,3
NCN06,8.39,1,0.120396991,163.4868,OUT013,0,2,1,4586.0304,26,2,0.9288589850997598,1
NCN53,5.175,1,0.030527166,33.5874,OUT017,2,1,1,635.1732,6,2,0.8796766256342559,2
NCE30,16.0,1,0.099053537,212.6902,OUT013,0,2,1,637.1706,26,2,1.0269770101989937,1
FDN21,18.6,0,0.134564284,159.8236,OUT019,2,0,0,322.2472,28,1,1.7942339934115736,4
FDB52,17.75,0,0.030288215,256.7672,OUT027,1,2,3,4346.3424,28,1,0.9178236802559232,5
FDA26,7.8549999999999995,2,0.073562475,217.6482,OUT027,1,2,3,3285.723,28,1,0.9499764408632351,5
FDD23,9.5,2,0.048883854,185.7898,OUT018,1,2,2,2619.2572,4,1,1.003139532508012,3
FDH57,10.895,0,0.035893143,131.3284,OUT018,1,2,2,1318.284,4,1,0.8782920772854799,3
FDO15,16.75,2,0.014998914,72.4038,OUT019,2,0,0,221.7114,28,1,1.5315372165677517,4
FDY49,17.2,2,0.012012071,163.1184,OUT046,2,0,1,4623.3152,16,1,0.9222899077162725,8
FDP20,19.85,0,0.045855273,127.102,OUT018,1,2,2,1771.028,4,1,1.0031395285628322,3
DRG11,6.385,0,0.14032811,109.1596,OUT010,2,2,0,107.8596,15,0,1.7352530419973826,0
DRJ59,11.65,0,0.019402371,38.7164,OUT049,1,0,1,579.246,14,0,1.037750706438533,9
FDP34,12.85,0,0.13354570377777777,155.463,OUT035,2,1,1,4068.038,9,1,1.0,6
FDY04,17.7,2,0.042716709,163.221,OUT017,2,1,1,1794.331,6,1,0.9275067654910937,2
FDV11,9.1,2,0.081794766,173.6054,OUT049,1,0,1,700.4216,14,1,1.0433927037375386,9
FDG20,15.5,2,0.125942816,176.0028,OUT045,2,1,1,1239.7196,11,1,0.9315179246660859,7
NCH55,16.35,1,0.036150946,127.902,OUT017,2,1,1,2150.534,6,2,1.0,2
FDV34,10.695,2,0.011472001,75.2038,OUT018,1,2,2,517.3266,4,1,0.9334195663900894,3
FDT44,16.6,0,0.103146658,117.2466,OUT049,1,0,1,2239.0854,14,1,1.0006230341332658,9
FDG35,21.2,2,0.012327847,173.8738,OUT019,2,0,0,347.5476,28,1,2.032978686972128,4
FDG08,13.15,2,0.166032929,170.8764,OUT018,1,2,2,2233.0932,4,1,1.0324471235802812,3
FDX52,11.5,2,0.04224015,194.982,OUT017,2,1,1,3089.312,6,1,0.9275067644673077,2
NCH54,13.5,1,0.072317217,160.792,OUT027,1,2,3,3675.216,28,2,0.8584743208120674,5
FDU24,6.78,2,0.139484292,94.312,OUT027,1,2,3,2516.724,28,1,1.1545349369067617,5
FDW03,5.63,2,0.024536636,106.1306,OUT035,2,1,1,2090.612,9,1,0.8745633872573088,6
FDV01,19.2,2,0.085296625,153.4314,OUT018,1,2,2,1861.5768,4,1,1.0646183120753865,3
FDQ39,14.8,0,0.080649685,189.9846,OUT027,1,2,3,6114.7072,28,1,1.031598543205767,5
FDA16,6.695,0,0.029730849125,219.4456,OUT046,2,0,1,3094.6384,16,1,1.0,8
FDO12,15.75,0,0.054930533,194.4452,OUT046,2,0,1,5089.3752,16,1,1.3310564685989108,8
FDM44,12.5,0,0.031097948,103.899,OUT049,1,0,1,1960.781,14,1,0.8760887698867104,9
FDT03,21.25,0,0.016735879,185.2608,OUT010,2,2,0,183.7608,15,1,1.464116682334852,0
NCQ18,15.75,1,0.134418705,99.67,OUT027,1,2,3,2596.62,28,2,0.9251308178802563,5
NCL18,18.85,1,0.168266556,195.5136,OUT018,1,2,2,1749.7224,4,2,0.9260469352424112,3
NCJ06,20.1,1,0.034646067,120.6782,OUT035,2,1,1,1310.9602,9,2,0.8745633962853346,6
NCQ05,11.395,1,0.021639678,150.1708,OUT049,1,0,1,2708.4744,14,2,1.1877833240204758,9
FDS35,9.3,0,0.11144608,64.6826,OUT045,2,1,1,1097.9042,11,1,1.0010958927231026,7
NCI18,18.35,1,0.013956116,222.3746,OUT027,1,2,3,5609.365,28,2,0.9942316999212683,5
NCO55,12.8,1,0.152377658,108.1938,OUT010,2,2,0,428.7752,15,2,1.4641166676439605,0
FDW24,6.8,0,0.037465846,47.5034,OUT013,0,2,1,534.6374,26,1,0.8740008682797852,1
NCS05,11.5,1,0.020876485,133.7942,OUT027,1,2,3,1722.4246,28,2,0.9178236992904955,5
FDO48,15.0,2,0.0268952,220.3456,OUT045,2,1,1,1989.4104,11,1,0.9315179302273842,7
FDT35,19.85,2,0.081916124,167.6816,OUT017,2,1,1,1845.5976,6,1,1.148767678363263,2
DRN11,7.85,0,0.163233667,144.6444,OUT049,1,0,1,2467.4548,14,0,1.0010720212730606,9
FDY57,20.2,2,0.121748174,96.9752,OUT018,1,2,2,1725.7536,4,1,1.0031395339551048,3
DRE27,11.85,0,0.132939639,98.0726,OUT045,2,1,1,1761.7068,11,0,0.9315179237666475,7
FDM24,6.135,2,0.079327367,152.8366,OUT046,2,0,1,2871.5954,16,1,1.0369600322568207,8
FDX09,9.0,0,0.065194971,177.737,OUT013,0,2,1,2117.244,26,1,0.874000867389439,1
FDY45,17.5,0,0.026248606,255.1356,OUT018,1,2,2,3815.034,4,1,1.1763017887145124,3
FDF41,12.15,0,0.131921819,246.346,OUT017,2,1,1,739.038,6,1,0.8796766167702658,2
FDG05,11.0,2,0.076930972375,155.263,OUT049,1,0,1,625.852,14,1,1.0,9
FDF05,17.5,0,0.026865809,261.691,OUT035,2,1,1,4207.856,9,1,0.922115515237185,6
FDU19,8.77,2,0.046544984,172.0422,OUT027,1,2,3,4828.3816,28,1,1.1359789234774087,5
DRH39,20.7,0,0.092241348,75.867,OUT027,1,2,3,2450.144,28,0,1.1463304834044399,5
FDP57,17.5,0,0.052740763,103.799,OUT017,2,1,1,1135.189,6,1,1.0425818845058923,2
FDE58,18.5,0,0.039094726625,119.8124,OUT027,1,2,3,1659.1736,28,1,1.0,5
DRD15,10.6,0,0.056748659,233.6642,OUT013,0,2,1,3950.1914,26,0,0.874000869419626,1
FDJ52,7.145,0,0.017822936,161.3578,OUT045,2,1,1,1123.2046,11,1,1.0010958775805823,7
FDS01,11.6,0,0.017659068,175.9686,OUT027,1,2,3,5866.3638,28,1,0.9540786310014694,5
FDZ47,20.7,2,0.07929647,97.2042,OUT046,2,0,1,1686.4714,16,1,1.1526596883945979,8
FDG35,21.2,2,0.007006883,173.5738,OUT027,1,2,3,1216.4166,28,1,1.1555013459452674,5
FDY45,17.5,0,0.026195131,252.6356,OUT045,2,1,1,2543.356,11,1,1.173905366666366,7
FDY04,17.7,2,0.042542484,161.921,OUT049,1,0,1,2120.573,14,1,0.9237238227035843,9
FDY47,8.6,2,0.054474158,131.031,OUT035,2,1,1,1038.648,9,1,0.9585399926618429,6
FDE28,9.5,2,0.1250102684,228.4668,OUT049,1,0,1,3916.2356,14,1,1.0,9
FDJ27,17.7,2,0.122372504,101.5674,OUT018,1,2,2,1629.8784,4,1,1.0031395341962333,3
FDH58,12.3,0,0.037148619,116.8834,OUT017,2,1,1,2649.2182,6,1,1.1725692229011242,2
NCV42,6.26,1,0.052593952,111.0228,OUT010,2,2,0,221.0456,15,2,1.4641166775504895,0
NCQ54,17.7,1,0.012593467,167.6474,OUT018,1,2,2,3874.2902,4,2,1.041127374106219,3
FDL44,18.25,0,0.012325122,162.8894,OUT018,1,2,2,647.1576,4,1,0.9260469444593555,3
FDY50,5.8,0,0.131489269,89.7172,OUT018,1,2,2,1605.9096,4,1,1.146547229770541,3
FDR59,14.5,2,0.064224789,262.7594,OUT017,2,1,1,7064.8038,6,1,0.9348909811477145,2
FDH35,18.25,0,0.060589424,162.5526,OUT017,2,1,1,986.7156,6,1,1.0428255028857747,2
FDX08,12.85,0,0.022649893,179.3318,OUT045,2,1,1,1263.0226,11,1,0.8765027657701384,7
FDL20,17.1,0,0.128390273,111.9886,OUT035,2,1,1,1445.4518,9,1,1.027400046854094,6
FDB27,7.575,0,0.055476238,196.8768,OUT049,1,0,1,1182.4608,14,1,0.9310779308384992,9
FDA56,9.21,0,0.008757492,120.8414,OUT013,0,2,1,2071.3038,26,1,0.928858993837523,1
FDV39,11.3,0,0.007273831,196.6426,OUT013,0,2,1,5141.3076,26,1,1.123018210468891,1
FDU38,10.8,0,0.144534212,190.6504,OUT019,2,0,0,575.2512,28,1,1.5315371957179489,4
FDT55,13.6,2,0.043743689,157.7946,OUT045,2,1,1,1104.5622,11,1,1.0298611500843542,7
FDS24,20.85,2,0.062477955,87.2514,OUT018,1,2,2,1505.3738,4,1,0.926046930304766,3
FDS15,9.195,2,0.078060601,106.3596,OUT046,2,0,1,2912.2092,16,1,0.8747287947000564,8
FDF05,17.5,0,0.026740767,261.291,OUT027,1,2,3,5522.811,28,1,0.917823697028536,5
DRP47,15.75,0,0.140821917,252.9382,OUT049,1,0,1,2775.7202,14,0,0.9600513364817344,9
FDA25,16.5,2,0.068403271,101.999,OUT018,1,2,2,619.194,4,1,1.0316823065951155,3
FDA19,7.5200000000000005,0,0.05316260744444445,126.6994,OUT019,2,0,0,256.9988,28,1,1.0,4
NCM26,20.5,1,0.02312394,154.634,OUT013,0,2,1,2297.01,26,2,1.027216982085477,1
FDS46,17.6,2,0.047449835,118.1782,OUT018,1,2,2,2621.9204,4,1,0.9260469376518782,3
DRH15,8.775,0,0.110359004,42.7428,OUT018,1,2,2,790.9704,4,0,1.0316823081346764,3
NCR05,10.1,1,0.054620504,197.5084,OUT035,2,1,1,2976.126,9,2,0.9221155194459065,6
NCY17,18.2,1,0.12695078944444446,44.1086,OUT045,2,1,1,1115.215,11,2,1.0,7
FDZ01,8.975,2,0.009051307,103.099,OUT013,0,2,1,309.597,26,1,0.8621311337844787,1
FDP31,21.1,2,0.160722863,65.7168,OUT027,1,2,3,2237.088,28,1,0.9942317122687025,5
FDE57,9.6,0,0.03625493,141.0154,OUT013,0,2,1,2694.4926,26,1,0.9982383523344135,1
FDZ44,8.185,0,0.064824502,116.0808,OUT010,2,2,0,234.3616,15,1,1.4641166663558478,0
NCP53,14.75,1,0.033024328,236.6906,OUT018,1,2,2,3089.9778,4,2,1.0031395375252654,3
NCA06,20.5,1,0.143574191,37.219,OUT045,2,1,1,476.047,11,2,1.144622955730473,7
FDP22,14.65,2,0.099333217,51.3666,OUT045,2,1,1,1076.5986,11,1,1.1431675740471612,7
FDW37,19.2,0,0.12475207,90.9488,OUT017,2,1,1,633.8416,6,1,1.1479635483543769,2
NCS30,5.945,1,0.093170838,127.3652,OUT049,1,0,1,1549.9824,14,2,1.0390065944747642,9
FDB40,17.5,2,0.007538459,144.2102,OUT035,2,1,1,4082.6856,9,1,0.9212643724164724,6
FDC51,10.895,2,0.009676286,122.873,OUT017,2,1,1,3448.844,6,1,1.042000593493475,2
FDC11,20.5,0,0.141792841,89.7172,OUT046,2,0,1,1159.8236,16,1,0.9990697516342826,8
FDC59,16.7,2,0.05436436,63.8168,OUT027,1,2,3,958.752,28,1,0.9540786325573752,5
FDE14,13.65,2,0.031573246,99.47,OUT018,1,2,2,299.61,4,1,1.0031395285464433,3
NCT41,15.7,1,0.055943697,150.6024,OUT013,0,2,1,2428.8384,26,2,1.026171838269538,1
FDP52,18.7,2,0.060924339,229.201,OUT035,2,1,1,3215.814,9,1,1.0,6
DRA24,19.35,2,0.066831682,163.8868,OUT010,2,2,0,327.5736,15,0,1.4641166644870507,0
FDC40,16.0,2,0.065165046,79.3986,OUT049,1,0,1,856.8846,14,1,1.0006230357697972,9
NCA42,6.965,1,0.02436160988888889,159.4604,OUT013,0,2,1,3169.208,26,2,1.0,1
FDT27,11.395,2,0.069728296,233.9616,OUT045,2,1,1,1406.1696,11,1,0.8765027675965241,7
NCW54,7.5,1,0.09660879,56.9588,OUT045,2,1,1,744.3644,11,2,1.167848637129112,7
DRB13,6.115,2,0.007038478,189.253,OUT013,0,2,1,3605.307,26,0,1.0352776203025233,1
FDY02,8.945,2,0.153456703,264.091,OUT019,2,0,0,262.991,28,1,1.6792575553295654,4
FDS59,14.8,2,0.043982464,110.657,OUT045,2,1,1,2966.139,11,1,0.8765027735304638,7
FDR49,8.71,0,0.139202085,46.1376,OUT035,2,1,1,383.5008,9,1,1.036422405344762,6
FDY40,15.5,2,0.086184647,50.9692,OUT018,1,2,2,394.1536,4,1,1.0649309646361007,3
FDL48,19.35,2,0.082250863,48.7034,OUT035,2,1,1,534.6374,9,1,0.9294568207368601,6
DRI01,7.97,0,0.034286109,173.1422,OUT027,1,2,3,5000.8238,28,0,1.1669382457263398,5
FDZ52,19.2,0,0.100482186,111.8886,OUT018,1,2,2,1667.829,4,1,0.9334195373433187,3
FDK32,16.25,2,0.049051717,152.4682,OUT049,1,0,1,2439.4912,14,1,1.033482556599704,9
FDK51,19.85,0,0.005230786,265.1884,OUT013,0,2,1,5034.7796,26,1,1.0360970430773997,1
FDP28,13.65,2,0.08062523,259.6936,OUT035,2,1,1,2087.9488,9,1,0.9294568230241558,6
DRZ24,7.535,0,0.081787519,120.844,OUT046,2,0,1,2157.192,16,0,1.1861192056522187,8
FDG04,13.1,0,0.010615026,185.1898,OUT019,2,0,0,374.1796,28,1,1.6148105971341478,4
FDF58,13.3,0,0.009534758,64.551,OUT027,1,2,3,1201.769,28,1,1.0198041254696166,5
FDI21,5.59,2,0.056602818,63.2168,OUT046,2,0,1,1725.7536,16,1,0.9296325987460865,8
FDZ43,11.0,2,0.057047756,240.4512,OUT035,2,1,1,7028.1848,9,1,0.9988808351914272,6
FDI57,19.85,0,0.05410964,195.0768,OUT049,1,0,1,1970.768,14,1,1.0006230380761998,9
FDV03,17.6,0,0.058209079,153.6314,OUT045,2,1,1,5274.4676,11,1,0.9315179218818406,7
FDT12,6.215,2,0.083056555,224.4062,OUT010,2,2,0,225.7062,15,1,1.7289048873507737,0
FDF29,15.1,2,0.020015391,128.831,OUT018,1,2,2,1817.634,4,1,0.9334195540143361,3
FDU02,13.35,0,0.102426197,230.6352,OUT013,0,2,1,5725.88,26,1,0.9215224129895525,1
FDD23,9.5,2,0.048761223,186.5898,OUT049,1,0,1,5238.5144,14,1,1.0006230368976006,9
FDN04,11.8,2,0.012339624625,179.2344,OUT035,2,1,1,2141.2128,9,1,1.0,6
FDG29,17.6,0,0.056281276,40.3454,OUT035,2,1,1,796.9626,9,1,0.998880841333217,6
FDK51,19.85,0,0.008762556,266.6884,OUT010,2,2,0,264.9884,15,1,1.7356585341858997,0
FDB53,13.35,0,0.139669224,147.6392,OUT049,1,0,1,1938.8096,14,1,1.0296708938991606,9
DRI23,18.85,0,0.137972993,158.4578,OUT017,2,1,1,1444.1202,6,0,1.1480688969349602,2
FDP57,17.5,0,0.05058668655555556,102.999,OUT046,2,0,1,2992.771,16,1,1.0,8
FDY57,20.2,2,0.121940099,95.3752,OUT017,2,1,1,1150.5024,6,1,1.004720892826691,2
NCT42,5.88,1,0.024926013,149.9392,OUT049,1,0,1,1491.392,14,2,0.9237238289296676,9
FDZ21,17.6,2,0.039031927,95.641,OUT027,1,2,3,1737.738,28,1,0.9251308257966296,5
FDC50,15.85,0,0.13727,94.4094,OUT017,2,1,1,1904.188,6,1,0.9639830395474291,2
FDT40,5.985,0,0.095989602,127.3678,OUT045,2,1,1,508.6712,11,1,1.0296561104172077,7
FDD50,18.85,0,0.142443405,170.4132,OUT017,2,1,1,4396.9432,6,1,1.004720894749789,2
DRI23,18.85,0,0.137410256,161.7578,OUT049,1,0,1,1604.578,14,0,1.1433863802133402,9
FDQ46,7.51,0,0.104400238,113.5544,OUT017,2,1,1,894.8352,6,1,1.004720893869559,2
NCW06,16.2,1,0.04855856944444445,190.8162,OUT035,2,1,1,3271.0754,9,2,1.0,6
NCX06,17.6,1,0.015750947,182.5976,OUT018,1,2,2,1629.8784,4,2,0.8782920645267086,3
NCE19,8.97,1,0.092937216,54.6956,OUT013,0,2,1,764.3384,26,2,0.8740008656065196,1
FDI60,7.22,2,0.03828933,64.751,OUT013,0,2,1,126.502,26,1,0.9288589793513767,1
FDC47,15.0,0,0.208162156,228.1694,OUT019,2,0,0,228.3694,28,1,1.5315371975432424,4
FDE02,8.71,0,0.121936216,94.4778,OUT017,2,1,1,2628.5784,6,1,0.9643770927208217,2
FDE11,17.7,2,0.135646297,186.0924,OUT018,1,2,2,3516.7556,4,1,1.0645051126990508,3
FDP11,15.85,0,0.069240685,217.5166,OUT045,2,1,1,653.1498,11,1,0.8765027612380413,7
FDB08,6.055,0,0.03127929,160.3578,OUT017,2,1,1,2406.867,6,1,1.1664531207648847,2
FDL48,19.35,2,0.08186804,46.8034,OUT027,1,2,3,1069.2748,28,1,0.9251308181211193,5
FDH26,19.25,2,0.034753686,141.5496,OUT049,1,0,1,1976.0944,14,1,0.9237238394268853,9
FDI33,16.5,0,0.028476451,91.0146,OUT045,2,1,1,1368.219,11,1,1.0010958980656468,7
FDQ26,13.5,2,0.067872402,57.8562,OUT046,2,0,1,355.5372,16,1,1.0369034848481176,8
FDN03,9.8,2,0.026420581,250.9408,OUT019,2,0,0,1001.3632,28,1,1.5315371992988194,4
FDO13,7.865,0,0.061183503,164.5526,OUT045,2,1,1,1644.526,11,1,0.9241603447535991,7
NCJ29,10.6,1,0.035247642,84.7224,OUT049,1,0,1,1619.2256,14,2,1.0006230501693054,9
FDE52,10.395,2,0.02974207,88.9514,OUT027,1,2,3,3453.5046,28,1,1.1367746641302825,5
FDA52,16.2,2,0.128397995,178.337,OUT035,2,1,1,1411.496,9,1,0.9587715314653281,6
FDF57,14.5,2,0.058918844,169.7448,OUT049,1,0,1,3238.4512,14,1,1.0291697641380682,9
NCO26,7.235,1,0.076791671,116.4492,OUT013,0,2,1,2316.984,26,2,0.9288589918560404,1
DRL59,16.75,0,0.021220113,55.1298,OUT035,2,1,1,1240.3854,9,0,0.9221155326680791,6
FDC60,5.425,2,0.2004264,88.8514,OUT019,2,0,0,265.6542,28,1,1.5315371959389588,4
DRD25,6.135,0,0.078589629,113.286,OUT027,1,2,3,2716.464,28,0,0.9539364479561632,5
FDB26,14.0,2,0.031261583,52.564,OUT035,2,1,1,639.168,9,1,0.998880829238714,6
FDK51,19.85,0,0.005235143,265.8884,OUT046,2,0,1,2649.884,16,1,1.0369600634373777,8
FDE53,10.895,0,0.027032204,106.328,OUT017,2,1,1,852.224,6,1,0.8796766001034544,2
FDV24,5.635,0,0.172856719,148.205,OUT010,2,2,0,449.415,15,1,1.9615095893059664,0
FDI34,10.65,2,0.085617517,229.3668,OUT017,2,1,1,2303.668,6,1,0.927506767009765,2
FDL36,15.1,0,0.127334766,88.283,OUT010,2,2,0,89.883,15,1,1.4641166646728456,0
NCA54,16.5,1,0.036641597,178.7318,OUT046,2,0,1,1263.0226,16,2,0.9296326154265933,8
FDI38,13.35,2,0.014656564,208.5638,OUT045,2,1,1,2277.7018,11,1,1.0394975671402045,7
FDG31,12.15,0,0.037864854,63.0826,OUT013,0,2,1,322.913,26,1,0.9577807068271302,1
FDA21,13.65,0,0.036016619,186.3924,OUT049,1,0,1,1295.6468,14,1,1.144340945085272,9
FDI09,20.75,2,0.12953868,240.288,OUT049,1,0,1,2396.88,14,1,1.1437482458198374,9
FDI20,19.1,0,0.038531668,210.6586,OUT013,0,2,1,5487.5236,26,1,0.8740008655250799,1
DRI51,17.25,0,0.04073602488888889,171.5764,OUT045,2,1,1,4637.9628,11,0,1.0,7
DRZ11,8.85,2,0.112119359,123.0388,OUT027,1,2,3,1981.4208,28,0,0.994231710551929,5
FDY07,11.8,0,0.040626524444444444,45.9402,OUT027,1,2,3,872.8638,28,1,1.0,5
FDC58,10.195,0,0.041907414,43.8428,OUT013,0,2,1,175.7712,26,1,1.32994877877776,1
NCC30,16.6,1,0.027556247,176.6344,OUT013,0,2,1,1962.7784,26,2,0.9288589848078476,1
FDY03,17.6,2,0.076058484,111.8202,OUT013,0,2,1,2025.3636,26,1,0.8740008644346504,1
FDZ44,8.185,0,0.038729057,117.1808,OUT046,2,0,1,1874.8928,16,1,0.8747287842789074,8
FDP28,13.65,2,0.080804019,261.1936,OUT045,2,1,1,2348.9424,11,1,0.931517922954434,7
